사업명,지원대상,지원내용,신청방법,사업종료일,출처,상세링크,AI_학습용_데이터
2025년 군산시 청년기업 인증사업,만 18세 ~ 39세,"청년기업 인증 혜택
① 시 관련 조례에 따른 중소기업육성기금 등 자금지원 우대
② 「지방자치단체를 당사자로 하는 계약에 관한 법률」 제9조제1항에 따른 수의계약 참여 시 우대
③ 청년기업의 신제품 개발 및 신기술·정보의 제공
④ 청년기업 제품의 구매 촉진 및 판로를 위한 지원
⑤ 그 밖에 청년기업을 위하여 시장이 필요하다고 인정하는 사업
"," 신청 및 접수
 ❍ 신청기간 : 매월(15 ~ 31일) 신청
 ❍ 신청방법 : 군산시청 기업지원과 방문신청
",내용 없음,청년정책(API),,2025년 군산시 청년기업 인증사업 만 18세 39세 청년기업 인증 혜택 시 관련 조례에 따른 중소기업육성기금 등 자금지원 우대 지방자치단체를 당사자로 하는 계약에 관한 법률 제9조제1항에 따른 수의계약 참여 시 우대 청년기업의 신제품 개발 및 신기술정보의 제공 청년기업 제품의 구매 촉진 및 판로를 위한 지원 그 밖에 청년기업을 위하여 시장이 필요하다고 인정하는 사업
광주일자리종합지원센터 취업 지원,만 19세 ~ 39세,"청년·일자리로드쇼, 찾아가는 만남의 날, 찾아가는 일자리(job)카페 등 취업지원사업 추진하여 취업률 제고를 위한 사업 추진",프로그램별 별도 공지에 따른 신청,내용 없음,청년정책(API),https://www.gjjobgo.com/,광주일자리종합지원센터 취업 지원 만 19세 39세 청년일자리로드쇼 찾아가는 만남의 날 찾아가는 일자리카페 등 취업지원사업 추진하여 취업률 제고를 위한 사업 추진
토닥토닥 3센터 운영,만 19세 ~ 39세," ㅇ 면접 정장대여 및 무료 이력서 사진촬영 서비스
 ㅇ 취·창업 공간 제공(스터디룸, AI 모의면접, 도서·카페 공간 등)
",온라인 신청 및 방문 이용,내용 없음,청년정책(API),https://youth.gwangju.go.kr,토닥토닥 3센터 운영 만 19세 39세 면접 정장대여 및 무료 이력서 사진촬영 서비스 취창업 공간 제공스터디룸 모의면접 도서카페 공간 등
청년희망적금,만 19세 ~ 39세,"청년 120만원(10만원X12개월) 적금 적립했을 경우, 대구시에서 120만원 지원
*적금 적립 기간 동안 8개월 이상 근로 조건 ",온라인 신청,내용 없음,청년정책(API),https://youthdream.daegu.go.kr,청년희망적금 만 19세 39세 청년 120만원10만원12개월 적금 적립했을 경우 대구시에서 120만원 지원 적금 적립 기간 동안 8개월 이상 근로 조건
2025년 청년문화예술패스 2차 발급,만 19세 ~ 19세,"지원대상: 대구시 19세 청년(2006년생) 4,484명
지원내용: 공연 및 전시에 사용 가능한 문화예술패스 10만원 제공
(소득기준 없음, 지자체 상황에 따라 지원금액 상이)
관람장르: 공연(연극, 뮤지컬, 클래식, 오페라, 발레, 무용, 합창, 국악, 음악콘서트, 음악페스티벌 등), 전시(미술, 공예, 애니메이션 전시, 캐릭터 전시)
협력예매처: NOL티켓, YES24티켓 중 하나 선택","1. 협력예매처(NOL티켓 or YES24티켓) 회원가입 및 본인인증 진행
2. 청년문화예술패스 누리집 회원가입 진행
3. 청년문화예술패스 누리집 내에서 본인인증 진행 및 패스 발급 신청
4. 공연, 전시 예매 및 관람[발급 시 선택한 협력예매처(NOL티켓 or YES24티켓)에서 예매 가능]
* 관람일 기준 2025.12.31.까지 사용가능",내용 없음,청년정책(API),https://youthculturepass.or.kr/,2025년 청년문화예술패스 2차 발급 만 19세 19세 지원대상 대구시 19세 청년2006년생 4484명 지원내용 공연 및 전시에 사용 가능한 문화예술패스 10만원 제공 소득기준 없음 지자체 상황에 따라 지원금액 상이 관람장르 공연연극 뮤지컬 클래식 오페라 발레 무용 합창 국악 음악콘서트 음악페스티벌 등 전시미술 공예 애니메이션 전시 캐릭터 전시 협력예매처 티켓 24티켓 중 하나 선택
공공기관 맞춤형 취업지원사업,만 19세 ~ 39세,"○ 사업기간 : '25. 3. ~ 12.

○ 지원대상 : 울산 거주 미취업 청년

○ 지원인원 : 50명

○ 지원내용 : 공공기관 취업을 위한 맞춤형 패키지 교육

○ 수행기관 : 울산경제일자리진흥원",,내용 없음,청년정책(API),,공공기관 맞춤형 취업지원사업 만 19세 39세 사업기간 25 3 12 지원대상 울산 거주 미취업 청년 지원인원 50명 지원내용 공공기관 취업을 위한 맞춤형 패키지 교육 수행기관 울산경제일자리진흥원
마을기업 육성사업,만 0세 ~ 0세,"마을기업 직접지원(1~3차) 및 기획전, 품평회 등 간접지원
",신청공고,내용 없음,청년정책(API),,마을기업 육성사업 만 0세 0세 마을기업 직접지원13차 및 기획전 품평회 등 간접지원
청년 유입 및 체류 지원,만 19세 ~ 34세,"지역 청년이 주도하여 도시 청년들을 대상으로 지역 살아보기, 일거리 실험 및 교류 행사 등 청년 유입 프로그램 운영",청년마을 누리집 또는 인스타그램을 통해 참여 신청,내용 없음,청년정책(API),https://localro.co.kr/program,청년 유입 및 체류 지원 만 19세 34세 지역 청년이 주도하여 도시 청년들을 대상으로 지역 살아보기 일거리 실험 및 교류 행사 등 청년 유입 프로그램 운영
산림산업 현장 맞춤형 인재양성(R&D),만 18세 ~ 30세,"1. 조림: 지능형 적지적수, 기후변화 대응 숲가꾸기 기술개발 등
2. 산불: 산불행동예측 향상 및 AI 기반 산불 대응 기술개발 등
3. 산사태: 물리기반 산사태 위험도 모델개발 및 피해저감 시스템 개발 등
4. 병해충: 원격탐사 기술 기반 병해충 감영목 탐지기술 및 효율적 방제기술 개발
5. 목재: 한국형 건축구조재 개발 및 OSC 양산 프로세스 구축/테스트 기반 통합 실증 
6. 단기소득임산물: 고품질 단기소득임산물 생산, 표준화 기술개발 및 주요 임산물 기능성 분석",범부처통합연구지원시스템(IRIS) 활용,내용 없음,청년정책(API),,산림산업 현장 맞춤형 인재양성 만 18세 30세 1 조림 지능형 적지적수 기후변화 대응 숲가꾸기 기술개발 등 2 산불 산불행동예측 향상 및 기반 산불 대응 기술개발 등 3 산사태 물리기반 산사태 위험도 모델개발 및 피해저감 시스템 개발 등 4 병해충 원격탐사 기술 기반 병해충 감영목 탐지기술 및 효율적 방제기술 개발 5 목재 한국형 건축구조재 개발 및 양산 프로세스 구축테스트 기반 통합 실증 6 단기소득임산물 고품질 단기소득임산물 생산 표준화 기술개발 및 주요 임산물 기능성 분석
디지털정부 Young Frontier 교육,만 19세 ~ 34세,"디지털 정부의 성과 및 체계를 학습
AI의 최신 동향 및 활용교육을 통해 교육생의 실무활용 능력과 AI 기반 문제해결 역량 강화
디지털정부 분야 개발협력 전문가로의 진로탐색과 역량 개발 지원",,내용 없음,청년정책(API),https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=99835&bcIdx=28298&parentSeq=28298,디지털정부 교육 만 19세 34세 디지털 정부의 성과 및 체계를 학습 의 최신 동향 및 활용교육을 통해 교육생의 실무활용 능력과 기반 문제해결 역량 강화 디지털정부 분야 개발협력 전문가로의 진로탐색과 역량 개발 지원
광주청년 일경험드림 제18기,만 19세 ~ 39세,"매칭된 사업장에서 일경험 지원 및 근로에 따른 급여*지급, 직무교육과 연계활동 지원

① 자기주도형 : 5개월(주 25시간 월 131시간)
- 직무 탐색과 자기 계발을 병행하여 개인의 성장 가능성을 확장하는 트랙
- 참여기간 : 08. 01. ~ 12. 31.

② 집중참여형 : 3개월(주 40시간 월 209시간)
- 심화된 직무를 경험하며 실무 역량을 강화하는 트랙
- 참여기간 : 08. 01. ~ 12. 31.

※ 급여 : 2025년 광주광역시 생활임금 12,930원 적용
※※ 희망 사업장의 모집 트랙유형에 따라 복수지원 가능","면접신청(홈페이지) 후 ‘드림만남의 날’ 참여
① 면접신청(홈페이지) : 광주청년 일경험드림 사업 누리집 회원가입(http://gjyouthdream.com),면접신청서(자기소개서) 작성, 구비서류 첨부
② 최종신청(드림만남의 날) : 시청방문, 희망사업장 상담, 현장면접, 최종신청서 작성·제출
※ 드림만남의 날 현장면접은 면접신청서(온라인) 제출 후 참여 가능하며 제출마감은 16일(수) 17:00까지",내용 없음,청년정책(API),http://gjyouthdream.com,광주청년 일경험드림 제18기 만 19세 39세 매칭된 사업장에서 일경험 지원 및 근로에 따른 급여지급 직무교육과 연계활동 지원 자기주도형 5개월주 25시간 월 131시간 직무 탐색과 자기 계발을 병행하여 개인의 성장 가능성을 확장하는 트랙 참여기간 08 01 12 31 집중참여형 3개월주 40시간 월 209시간 심화된 직무를 경험하며 실무 역량을 강화하는 트랙 참여기간 08 01 12 31 급여 2025년 광주광역시 생활임금 12930원 적용 희망 사업장의 모집 트랙유형에 따라 복수지원 가능
2030 자문단,만 19세 ~ 39세,"o모집분야 : '통일부 2030자문단' 단원
o임기 : 2025. 1. 1. ~ 2025. 12. 31. (1년) 
o활동내용
- 정책제안 및 자문
- 청년세대 여론 수렴 및 전달
o지원내용
-자문단 공식 활동(회의, 행사 참석, 홍보 등)에 대한 소정의 수당 지급
-기타 자문단 활동에 소요되는 경비(여비 등) 지원
-통일부 장관 명의 위촉장 및 활동 증명서 발급",,내용 없음,청년정책(API),https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/NTT_0000000000000330/selectNttDetail.do,2030 자문단 만 19세 39세 모집분야 통일부 2030자문단 단원 임기 2025 1 1 2025 12 31 1년 활동내용 정책제안 및 자문 청년세대 여론 수렴 및 전달 지원내용 자문단 공식 활동회의 행사 참석 홍보 등에 대한 소정의 수당 지급 기타 자문단 활동에 소요되는 경비여비 등 지원 통일부 장관 명의 위촉장 및 활동 증명서 발급
청년 신혼부부 주거자금 대출이자 지원사업,만 19세 ~ 39세,"   (기  본) 주민등록상 세대구성원 모두 혼인 신고일로부터 신청일까지
   ·전세자금의 경우: 전국기준 주택을 소유한 이력이 없는 가구
   ·매입자금의 경우: 주거자금 대상 1주택만을 소유한 이력이 있는 가구
   (거  주) 신혼부부가 모두 지원공고일 이전부터 충주시에 주소를 두고
           있으며, 주거자금 대상 주택으로 전입이 되어 있는 가구
   (혼  인) 지원 공고일 이전까지 혼인신고를 마친 혼인 7년 이내 부부
   (연  령) 부부 중 1명 이상은 청년(19 ~ 39세)이어야 함
   (소  득) 부부합산 연소득 기준(전년도 귀속분)
    무자녀 : 8,000만원 이하
    1자녀 : 8,800만원 이하
    2자녀 이상 : 9,800만원 이하
   (주  택) 세대 구성원 모두 전국기준 무주택자, 전용면적 85㎡이하,
    용도 - 아파트, 단독·다가구·다세대 주택, 연립주택, 주거용 오피스텔 등
   ◦ 지원내용: 공고일 전월 대출잔액의 1.5%에 해당하는 금액을 25년도
    이자 납부(예정) 개월 수에 따라 지원(연 100만원 한도/최대 3년)",,내용 없음,청년정책(API),,청년 신혼부부 주거자금 대출이자 지원사업 만 19세 39세 기 본 주민등록상 세대구성원 모두 혼인 신고일로부터 신청일까지 전세자금의 경우 전국기준 주택을 소유한 이력이 없는 가구 매입자금의 경우 주거자금 대상 1주택만을 소유한 이력이 있는 가구 거 주 신혼부부가 모두 지원공고일 이전부터 충주시에 주소를 두고 있으며 주거자금 대상 주택으로 전입이 되어 있는 가구 혼 인 지원 공고일 이전까지 혼인신고를 마친 혼인 7년 이내 부부 연 령 부부 중 1명 이상은 청년19 39세이어야 함 소 득 부부합산 연소득 기준전년도 귀속분 무자녀 8000만원 이하 1자녀 8800만원 이하 2자녀 이상 9800만원 이하 주 택 세대 구성원 모두 전국기준 무주택자 전용면적 85이하 용도 아파트 단독다가구다세대 주택 연립주택 주거용 오피스텔 등 지원내용 공고일 전월 대출잔액의 15에 해당하는 금액을 25년도 이자 납부예정 개월 수에 따라 지원연 100만원 한도최대 3년
청년 1인가구 사회적관계망 형성지원,만 0세 ~ 0세,"청년 1인가구를 대상으로 고독,고립 예방과 문제 해결을 위한 심리정서 상담 지원, 돌봄지원, 사회적 관계망 지원 및 사례관리 등 추진",가족센터 대표번호(1577-9337)로 연락 혹은 가족센터 홈페이지에서 청년 관련 프로그램 검색 및 해당 프로그램 신청  ,내용 없음,청년정책(API),https://familynet.or.kr,청년 1인가구 사회적관계망 형성지원 만 0세 0세 청년 1인가구를 대상으로 고독고립 예방과 문제 해결을 위한 심리정서 상담 지원 돌봄지원 사회적 관계망 지원 및 사례관리 등 추진
이주배경청년(청소년)지원,만 8세 ~ 24세,"이주배경청(소)년 진로역량 강화, 심리정서 지원, 다문화감수성 증진 프로그램 운영 등",이주배경청소년지원재단 홈페이지 참조,내용 없음,청년정책(API),https://www.rainbowyouth.or.kr/,이주배경청년청소년지원 만 8세 24세 이주배경청소년 진로역량 강화 심리정서 지원 다문화감수성 증진 프로그램 운영 등
학교 밖 청소년 온라인 지원 강화,만 9세 ~ 24세,"학교 밖 청소년 대상 온라인 콘텐츠 및 프로그램 개발 및 보급, 메타버스 기반 꿈드림ON운영 및 서비스 제공","청소년상담1388(유선: 지역번호+1388, 온라인 : https://1388.go.kr) 또는 지역 학교밖청소년지원센터 문의",내용 없음,청년정책(API),https://1388.go.kr,학교 밖 청소년 온라인 지원 강화 만 9세 24세 학교 밖 청소년 대상 온라인 콘텐츠 및 프로그램 개발 및 보급 메타버스 기반 꿈드림운영 및 서비스 제공
